
INSERT_UPDATE Order;code[unique=true];user(uid);date[dateformat=dd.MM.yyyy HH:mm];currency(isocode);net;deliveryMode(code[default='premium-gross']);paymentMode(code);Discounts(code);calculated;site(uid);store(uid);status(code)
,8796093055021,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder1;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:10;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093087789,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder2;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:12;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093120557,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder3;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:14;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093153325,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder4;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:16;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093186093,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder5;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:18;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093218861,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder6;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:20;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093251629,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder7;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:22;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093284397,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder8;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:24;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093317165,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder9;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:26;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093349933,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder0;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:28;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093382701,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder10;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:30;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
,8796093415469,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder11;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:32;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED
